country,year,reporting_level,welfare_type,headcount_ratio_international_povline,headcount_international_povline,avg_shortfall_international_povline,total_shortfall_international_povline,income_gap_ratio_international_povline,poverty_gap_index_international_povline,mean,median,decile1_avg,decile10_avg,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,gini,mld,polarization,palma_ratio,s80_s20_ratio
Lithuania,2012,national,income,0.947792582,28318,1.31319709,37187.1152,69.11563633,0.655075399,20.05868148,16.45340493,4.728506843,53.8151577,2.357336821,4.183189531,5.522574139,6.718042203,7.69531683,8.914569084,10.33641387,12.27108441,15.17261211,26.82886099,0.350986815,0.224962023,0.291475951,1.428499928,6.421726761
Lithuania,2013,national,income,0.705008152,20852,1.260450908,26282.92233,66.33952146,0.467700188,20.95217697,17.02918571,5.134901926,56.79574688,2.450772506,4.275463946,5.482841639,6.555430655,7.611547371,8.727925201,10.18234837,12.19805108,15.40829431,27.10732492,0.353111465,0.223062861,0.294144705,1.44460616,6.320863017
Lithuania,2014,national,income,1.262025983,37007,1.004730371,37182.05683,52.88054583,0.667362018,22.89158261,18.13955514,4.752429169,66.18116546,2.076059681,3.949654846,5.245354904,6.361162451,7.416398365,8.581941341,10.12144117,12.13157282,15.20571541,28.91069901,0.37681442,0.260570777,0.308818061,1.639650567,7.321358194
Lithuania,2015,national,income,0.719858604,20911,1.410915836,29503.66105,74.25872821,0.534551592,25.20204278,20.02573189,5.375124378,72.12702415,2.132812973,4.000035253,5.336914509,6.29969513,7.362041657,8.580904519,10.04257641,12.09134381,15.53416073,28.61951501,0.373752238,0.250656725,0.311198382,1.610601473,7.199538309
Lithuania,2016,national,income,1.270505922,36441,1.057166771,38524.2143,55.64035636,0.706913155,26.96206886,21.43127836,5.470703685,79.66254249,2.029037057,3.943967747,5.161368688,6.208512701,7.332013092,8.512946939,9.887770072,11.91203105,15.46619916,29.54615349,0.38391206,0.270819931,0.309131836,1.703646853,7.535964582
Lithuania,2017,national,income,1.022507264,28921,1.510860376,43695.59294,79.51896716,0.813097727,28.71155835,22.65139336,6.0580623,81.6161228,2.109973352,4.148950525,5.316103517,6.276258938,7.300255475,8.588700026,10.09489974,12.2176153,15.52101776,28.42622536,0.372896992,0.257798653,0.316716088,1.592390869,7.021533412
Lithuania,2018,national,income,0.925013653,25915,0.963761031,24975.86712,50.7242648,0.469212617,30.83139682,24.78407068,7.139457628,83.71082695,2.315645207,4.266111727,5.494701472,6.468051717,7.485384468,8.770735387,10.27998477,12.15799296,15.61022965,27.15116264,0.357078077,0.232474118,0.304465822,1.464107839,6.496957077
Lithuania,2019,national,income,0.547929656,15310,1.222749304,18720.29185,64.35522654,0.352623554,33.93692454,27.15203782,8.915105073,93.1983058,2.626963166,4.393830829,5.539766221,6.483429168,7.49375025,8.605624498,10.04465236,12.02225475,15.32751553,27.46221323,0.352531515,0.219954162,0.291823806,1.442040986,6.094713617
Luxembourg,1985,national,income,0,0,,0,,0,36.42895793,32.15018195,14.74435448,78.45627281,4.047426915,5.467897963,6.444701499,7.366948427,8.268019151,9.393752213,10.55455683,12.21989804,14.7000114,21.53678756,0.266672476,0.116884194,0.230329126,0.923256777,3.80825662
Luxembourg,1991,national,income,0,0,,0,,0,52.39487129,45.9224605,22.00014723,116.5324791,4.198912352,5.421150863,6.44359495,7.451162333,8.27743779,9.255700426,10.43624153,11.93311542,14.34148472,22.24119961,0.267893972,0.116255401,0.220166537,0.945837525,3.80274885
Luxembourg,1994,national,income,0,0,,0,,0,56.51031397,50.43896945,22.96725039,123.5567215,4.064258146,5.348594685,6.358771844,7.388964865,8.42235009,9.349284912,10.51671904,11.99235381,14.69424765,21.86445496,0.269444385,0.118554176,0.222096797,0.944037065,3.88391312
Luxembourg,1997,national,income,0,0,,0,,0,59.73011315,50.76433252,20.39029892,142.040539,3.413738538,4.951808738,6.136387506,7.054265461,7.955386984,9.066281375,10.44894163,12.28677313,14.90602656,23.78039008,0.3015988,0.151855936,0.255102055,1.103180979,4.624493217
Luxembourg,2000,national,income,0,0,,0,,0,65.75023521,56.05391785,22.87607411,157.1057099,3.479238368,4.913892361,5.942531571,6.913907197,7.932323346,9.16153234,10.4790282,12.19518989,15.08803765,23.89431907,0.304473022,0.152082347,0.262855225,1.124461325,4.644554931
Luxembourg,2003,national,income,0.07174669,324,1.108798791,359.2508081,58.35783108,0.04186599,69.27275097,59.28583706,22.79813923,164.0029532,3.291068841,4.972264279,6.082446168,7.053648894,8.027874665,9.162149131,10.49925031,12.29056489,14.94577394,23.67495889,0.301874724,0.156576354,0.256543318,1.106336052,4.673747539
Luxembourg,2004,national,income,0.018192331,83,0.597346096,49.57972599,31.43926822,0.005696328,71.14577502,61.17950097,23.73857555,168.7696767,3.336610719,4.96540894,6.061747482,7.09318763,8.066316937,9.150428366,10.38123122,12.22224699,15.00114932,23.72167239,0.301726978,0.153384697,0.250957966,1.105547019,4.66426524
Luxembourg,2005,national,income,0.03469405,161,0.690101859,111.1063992,36.32115046,0.012571439,73.54430711,63.12938812,23.96743847,179.0535012,3.258911452,4.911252514,6.037935469,6.97365034,8.005826556,9.07524211,10.24986235,12.04430069,15.09667437,24.34634416,0.308408079,0.160628875,0.251628761,1.149401934,4.827689957
Luxembourg,2006,national,income,0,0,,0,,0,72.69171797,61.90759797,24.25747756,176.8381092,3.337034567,4.855900285,5.921553027,6.962895878,7.987636315,9.10528898,10.34359196,12.03695336,15.12201261,24.32713302,0.309481202,0.160247567,0.256892912,1.154181814,4.815020056
Luxembourg,2007,national,income,0.021916224,105,0.496571901,52.14004962,26.13536322,0.005717194,73.64203685,62.9212114,24.62178301,184.5216491,3.343441337,4.907684687,5.950517011,6.923001959,7.99595345,9.006699591,10.2122909,11.9626891,14.64115684,25.05656511,0.311337503,0.161337535,0.250754185,1.186129524,4.811188418
Luxembourg,2008,national,income,0,0,,0,,0,73.420563,60.69872883,23.18487681,189.0946457,3.1578179,4.620389959,5.769825218,6.853148574,7.830501522,8.862536356,10.15279028,11.99649644,15.0014957,25.75499805,0.325615448,0.17855535,0.267820409,1.26242678,5.239830883
Luxembourg,2009,national,income,0.044111023,220,1.285917823,282.9019211,67.67988542,0.029911778,73.15457515,63.17621134,24.21094264,176.8300117,3.3095596,4.668449128,5.811833598,6.889534913,7.99158151,9.22367918,10.55382415,12.38108979,14.99834252,24.17210561,0.31196918,0.165646828,0.265992617,1.168899108,4.909802618
Luxembourg,2010,national,income,0,0,,0,,0,71.77741717,61.79558828,23.97228672,170.3066993,3.339809046,4.816697479,5.901057475,6.999677928,8.091630571,9.227047682,10.5443808,12.30888046,15.04375982,23.72705874,0.305043781,0.156888075,0.260263155,1.126788533,4.753360822
Luxembourg,2011,national,income,0.117579345,609,0.777722728,473.6331411,40.93277514,0.048091452,70.93983046,60.44708492,22.75976759,173.3348729,3.208319986,4.549035603,5.660292149,6.700899254,7.936831552,9.105056807,10.51323553,12.43680849,15.45545139,24.43406924,0.320541196,0.17381149,0.277804097,1.214504668,5.142154459
Luxembourg,2012,national,income,0.043618946,232,1.279275568,296.7919318,67.33029306,0.02942037,71.9133369,58.7189434,21.54583535,189.6418349,2.99608338,4.347929928,5.344444231,6.466321206,7.598079637,8.862323713,10.30492242,12.38146533,15.327545,26.37088516,0.343471485,0.201574044,0.297615939,1.376726169,5.677880528
Luxembourg,2013,national,income,0.08910331,484,1.335699532,646.4785736,70.29997539,0.062619972,71.44204526,60.73996115,22.02360022,173.1746083,3.082722526,4.548961865,5.679203358,6.816048375,7.917323581,9.062520959,10.55629769,12.64561282,15.45143612,24.2398727,0.320360461,0.175005031,0.279613104,1.20434986,5.200858263
Luxembourg,2014,national,income,0.139924913,778,1.537849244,1196.446712,80.93943391,0.113192035,72.10946274,61.56935253,22.85201043,175.0724389,3.169072347,4.766749899,5.921184561,6.938095226,7.994074146,9.183937315,10.53247281,12.347313,14.86839548,24.27870522,0.311583177,0.168704694,0.265294856,1.16752037,4.932960881
Luxembourg,2015,national,income,0.300124523,1710,1.349833038,2308.214494,71.04384409,0.213279706,67.34710524,56.70032236,19.31310248,168.8418127,2.867696007,4.581852349,5.672299752,6.663322518,7.830989628,8.983044503,10.49667561,12.5063566,15.32737402,25.07038901,0.329222329,0.193456579,0.281496049,1.267130291,5.422847279
Luxembourg,2016,national,income,0.117219513,682,0.978266814,667.1779675,51.48772708,0.060332964,72.97054899,61.88983638,21.40174235,175.9571223,2.932928784,4.679200339,5.856455408,6.876955767,7.974315378,9.105588742,10.62465981,12.59856145,15.23789066,24.11344367,0.317279828,0.178582005,0.27447374,1.185195542,5.16955686
Luxembourg,2017,national,income,0.283129861,1688,1.113502156,1879.591639,58.60537663,0.165889491,73.11337028,60.36141353,18.23592953,187.117357,2.494199003,4.30094061,5.406029692,6.542699787,7.697139089,8.982521459,10.56185479,12.64855657,15.77329037,25.59276863,0.345157399,0.217281609,0.305443225,1.365394119,6.087595157
Luxembourg,2018,national,income,0.284817859,1732,0.775527301,1343.213285,40.81722636,0.116284951,76.78361051,63.22935969,18.85572149,204.453829,2.455696126,4.192195764,5.398657197,6.466075379,7.59194867,8.914510747,10.41453012,12.35619963,15.58291166,26.6272747,0.353680944,0.226619259,0.302111307,1.438330624,6.349409265
Luxembourg,2019,national,income,0.101187471,627,1.634276248,1024.691208,86.01453938,0.086985531,77.28336678,63.58423829,22.00707514,199.6282711,2.847582353,4.324467197,5.360737118,6.498467889,7.656681294,8.846362196,10.45806871,12.57970642,15.59723655,25.83069028,0.34241262,0.202113736,0.301095307,1.357277325,5.776302371
Malaysia,1984,national,income,2.890283203,439100,0.385944912,169468.4108,20.3128901,0.587099389,12.43664316,8.022445663,2.279783734,47.81926831,1.833118234,2.741841416,3.682923873,4.693668788,5.825848502,7.162402903,8.857859803,11.26264046,15.48939419,38.45030183,0.486248149,0.411966665,0.428495712,2.96877941,11.79020148
Malaysia,1987,national,income,2.133598633,352513,0.283038564,99774.77347,14.89676655,0.317836981,11.92809797,7.874979219,2.374859865,44.06091114,1.990979509,2.891200608,3.828086474,4.838451011,5.974097626,7.318628884,9.028331814,11.45799792,15.73346924,36.93875691,0.470418365,0.380292096,0.421461576,2.726365549,10.78866918
Malaysia,1989,national,income,1.633210449,286285,0.286994975,82162.35638,15.10499868,0.24669657,11.73361147,7.851724634,2.471841408,42.72320241,2.106633081,3.013267777,3.949455002,4.952486732,6.073673707,7.39481613,9.067920699,11.43715379,15.59363596,36.41095712,0.461685036,0.364487247,0.407685979,2.59673127,10.15734377
Malaysia,1992,national,income,1.279277344,243097,0.153513256,37318.61206,8.079645066,0.103361186,13.02307833,8.497617282,2.466379466,48.20743161,1.893852899,2.772235423,3.702522883,4.720686961,5.879585579,7.266516568,9.04646229,11.59545225,16.10575998,37.01692517,0.476537258,0.391255745,0.441637004,2.828029792,11.38484347
Malaysia,1995,national,income,1.767460937,362110,0.228700212,82814.63387,12.03685328,0.212746446,13.54951504,8.735256656,2.439004378,51.29453032,1.800067656,2.688385695,3.62473136,4.645426346,5.803277513,7.185026567,8.95424675,11.48372372,15.95801755,37.85709684,0.485226716,0.408781651,0.445284362,2.967180101,11.98967889
Malaysia,1997,national,income,0.40664917,87685,0.164587533,14431.85779,8.662501714,0.035226029,16.88830751,10.76747021,2.945675521,64.87891559,1.744210022,2.626069873,3.557809539,4.575550634,5.732104189,7.11449162,8.887098573,11.42497427,15.92122145,38.41646984,0.491496623,0.421115037,0.451051959,3.072422881,12.43345794
Malaysia,2003,national,income,1.227610568,303205,0.372819101,113040.6156,19.62205796,0.24088219,15.58452626,10.45896693,2.75153648,54.73859753,1.765556703,2.869426341,3.851743332,4.877163193,6.050350127,7.511984918,9.34920692,12.0514748,16.54940968,35.12368399,0.464162024,0.374293822,0.439775887,2.628253085,11.1484968
Malaysia,2006,national,income,0.597192879,156476,0.403660883,63163.24027,21.24530961,0.126875311,17.00039317,11.76432703,3.302398543,57.53814619,1.942542452,3.078091184,4.04129674,5.062698267,6.250748987,7.670206336,9.486804481,12.12939631,16.49302966,33.84518559,0.447523495,0.343871503,0.41906281,2.396182331,10.02626738
Malaysia,2008,national,income,0.553865554,150851,0.369760798,55778.78616,19.46109464,0.107788415,17.74707668,12.18763304,3.257486877,60.60657223,1.835506172,2.928395536,3.919733831,4.953671538,6.176043819,7.650759483,9.547576225,12.2359726,16.60216872,34.15017208,0.454797122,0.357650352,0.433754485,2.504172699,10.65352392
Malaysia,2011,national,income,0.110371812,31623,0.265019377,8380.707754,13.94838826,0.01539529,21.75836185,15.26511769,4.398680108,72.20934455,2.021604447,3.158784911,4.131368408,5.183790855,6.363373963,7.772282768,9.583056379,12.18731352,16.41148492,33.18693983,0.439435968,0.330446274,0.408764079,2.289457315,9.574265816
Malaysia,2013,national,income,0.02559008,7541,0.297612652,2244.297011,15.6638238,0.004008321,24.80649365,18.06803573,5.691064051,78.93823923,2.294183181,3.552491745,4.551515699,5.560584456,6.661483476,7.990149706,9.683853518,12.02099645,15.8631388,31.82160298,0.413488267,0.288737265,0.368259074,1.99398781,8.155873617
Malaysia,2015,national,income,0.011964607,3622,0.248483931,900.0087969,13.07810161,0.001564829,27.57477239,20.30755776,6.281626489,86.23555616,2.278033849,3.538059203,4.544851547,5.560012201,6.716589819,8.093345349,9.829052863,12.16820678,15.99849645,31.27335194,0.410663984,0.285745734,0.370928613,1.964288474,8.127766864
Malta,2006,national,income,0.449012144,1820,0.701700679,1277.095236,36.9316147,0.165838174,32.1002772,28.64221547,10.95161027,70.78651169,3.411687133,5.173353432,6.356743739,7.425074204,8.409247986,9.480726646,10.7739228,12.27429267,14.64326902,22.05168237,0.280199761,0.139993721,0.233840163,0.985908789,4.274289809
Malta,2007,national,income,0.410324362,1669,0.99940599,1668.008597,52.60031525,0.215846437,34.9880191,31.01077289,11.26604055,79.16981275,3.21997096,5.036800195,6.196859249,7.203114968,8.276538346,9.448504865,10.72066616,12.38264291,14.88721013,22.62769222,0.292077396,0.154517686,0.246606721,1.044833461,4.543531804
Malta,2008,national,income,0.109011512,446,1.06577437,475.3353689,56.09338788,0.061111222,35.89624471,31.44329427,12.54663949,80.70849432,3.495251269,4.986355519,6.169767835,7.187232603,8.200842493,9.324572523,10.62151598,12.47956412,15.05107102,22.48382664,0.289955066,0.142870321,0.249676718,1.029544898,4.425446569
Malta,2009,national,income,0.359273528,1482,1.072603024,1589.597682,56.45279074,0.20283079,35.20754404,30.43357267,11.43310599,83.65526459,3.247345505,4.939157355,6.086333943,7.0703581,8.109654553,9.237768899,10.44495365,12.24360355,14.86021663,23.76060781,0.30244797,0.162949902,0.25105153,1.113263873,4.71762181
Malta,2010,national,income,0.193683039,803,1.155951435,928.2290026,60.83954923,0.117860591,35.6507716,31.40287822,12.11340005,81.05136417,3.397794634,5.03818642,6.200702036,7.232898162,8.238938328,9.342370417,10.67019073,12.3022027,14.84190313,22.73481345,0.290258668,0.145628059,0.244293909,1.039563272,4.454338664
Malta,2011,national,income,0.1857052,773,1.451803363,1122.244,76.41070332,0.1418929,36.37457056,32.02820595,12.55034605,84.40001591,3.450307689,5.031887772,6.210724755,7.252321248,8.27418714,9.323185253,10.54508714,12.06787872,14.64139284,23.20302745,0.291425912,0.150312495,0.237420133,1.057314748,4.461630301
Malta,2012,national,income,0.11772207,494,0.610694271,301.68297,32.14180375,0.037802363,37.67842853,32.87365098,12.68567821,88.32158297,3.36682784,5.00179144,6.236524558,7.304268396,8.267429272,9.305829176,10.47405716,12.02271487,14.57966911,23.44088817,0.293604486,0.149117571,0.236100904,1.069900366,4.543229416
Malta,2013,national,income,0.029666145,126,0.276527418,34.84245473,14.55407466,0.00430506,39.70343889,34.796959,13.81865069,91.92890916,3.48046695,5.143882218,6.296606425,7.312241729,8.272844,9.269542718,10.44252778,12.02201363,14.60598367,23.15389088,0.288436638,0.140484281,0.231940176,1.041410758,4.37828685
Malta,2014,national,income,0,0,,0,,0,42.04376541,36.92939163,14.55526266,97.98389077,3.461931279,5.110191377,6.257595587,7.242654795,8.24421358,9.361266967,10.54005289,11.9851934,14.49168714,23.30521298,0.290203465,0.142339932,0.235916946,1.055854436,4.409281299
Malta,2015,national,income,0.084377965,376,1.483614434,557.8390271,78.0849702,0.065969556,42.24716753,36.61088334,14.55884949,99.84442033,3.446112566,5.081716645,6.17958056,7.194483058,8.20144326,9.24637371,10.46316647,12.04803342,14.50569045,23.63339986,0.294337734,0.147968931,0.239429301,1.079057415,4.47230935
Malta,2016,national,income,0.092087107,419,1.377902742,577.3412488,72.52119694,0.066731045,44.92162243,39.53646773,15.50630978,103.8589114,3.451858803,5.151671428,6.211009988,7.178872028,8.244692942,9.292148415,10.4549265,12.1086034,14.7861897,23.1200268,0.290891145,0.144412333,0.237355562,1.051225091,4.40589101
Malta,2017,national,income,0.159886508,748,1.058993357,792.1270309,55.73649246,0.089083302,45.23180591,39.84407846,15.31367658,105.5295653,3.385599197,5.119644208,6.204363661,7.218916122,8.264935711,9.313062194,10.49375793,11.96877996,14.70010927,23.33083174,0.292322386,0.14742223,0.235840476,1.063949065,4.471470034
Malta,2018,national,income,0.103380613,501,0.955976197,478.9440745,50.31453667,0.052014079,46.36425349,40.90113968,15.98895382,106.1405679,3.44855198,5.126802483,6.245524715,7.355338947,8.346225283,9.379265063,10.61568145,12.02682087,14.56303026,22.89275895,0.286650862,0.141490918,0.23349644,1.032311227,4.367841512
Malta,2019,national,income,0.304681779,1536,0.829313008,1273.82478,43.64805305,0.133006276,50.5067606,42.32308343,15.89285424,125.3916505,3.146678594,5.000406168,6.075471813,6.997221689,7.917751035,9.010922712,10.41946732,12.03239613,14.57297838,24.82670617,0.310420821,0.174190594,0.255077761,1.169979528,4.836046966
Mexico,1984,national,income,8.340373908,6201287,0.507735507,3148613.598,26.72292142,2.228791409,8.702062161,5.49451444,1.490979715,32.95681352,1.713363669,2.845473866,3.649983444,4.599044058,5.680717198,7.137309083,8.991442925,11.46690355,16.04334426,37.87241795,0.485270124,0.407079243,0.459251253,2.956965727,11.82664699
Mexico,1989,national,income,9.104906536,7499614,0.6951278,5213190.181,36.58567369,3.331091354,9.092530508,5.591641085,1.272556847,36.90498178,1.399562911,2.738355608,3.644666903,4.615523427,5.606903651,6.840195279,8.523134773,10.81524557,15.22817107,40.5882408,0.506316674,0.45452539,0.434443744,3.273744512,13.489007
Mexico,1992,national,income,7.413409674,6455237,0.515597831,3328306.195,27.13672794,2.011756953,10.80613629,6.30612722,1.555569217,45.63333072,1.439523965,2.489620181,3.341940281,4.294875938,5.284990544,6.458081821,8.116005987,10.67372135,15.67214947,42.22909047,0.526118157,0.486826497,0.469318987,3.651152964,14.73634913
Mexico,1994,national,income,7.458756702,6724546,0.57884114,3892443.871,30.46532315,2.272334255,11.08609667,6.460878769,1.504018786,46.94676412,1.356671181,2.427798518,3.321468582,4.246656801,5.257300561,6.509647889,8.191098458,10.77138465,15.5705489,42.34742446,0.528089233,0.495147655,0.479791551,3.730197735,15.30411867
Mexico,1996,national,income,18.13775961,16894787,0.758995886,12823073.83,39.9471519,7.245518337,7.49780695,4.434630836,0.762719909,31.59340383,1.017257332,2.232011508,3.203595872,4.174604003,5.290972033,6.644361061,8.420236389,11.07707921,15.80302305,42.13685954,0.535502787,0.52921735,0.494314903,3.964900831,17.83166781
Mexico,1998,national,income,12.90833697,12399273,0.632696342,7844974.674,33.29980749,4.298451512,8.769206878,5.395195238,1.121733475,35.45650965,1.279173237,2.383732386,3.385843399,4.405446675,5.502446502,6.852993077,8.541768612,11.14448579,16.07113828,40.43297204,0.516783813,0.481078964,0.468507862,3.529970424,15.42603499
Mexico,2000,national,income,8.984585024,8885741,0.605013304,5375991.519,31.84280547,2.86094404,10.59243387,6.305980984,1.362345802,44.5316434,1.286149924,2.426854681,3.365133747,4.263444947,5.340126014,6.650788413,8.333241481,10.75865814,15.53461004,42.04099261,0.525839657,0.495451039,0.47230266,3.706801025,15.50647219
Mexico,2002,national,income,6.612133691,6723533,0.592438752,3983281.502,31.18098697,2.061728686,10.584256,6.602829244,1.583919005,41.96622251,1.496485918,2.657381471,3.629465252,4.589821476,5.677214533,6.88312081,8.478625312,11.01824461,15.91997368,39.64966694,0.500886546,0.442302144,0.443342716,3.204491479,13.37780805
Mexico,2004,national,income,5.966101417,6235467,0.627474313,3912595.371,33.02496383,1.970302848,11.33388909,6.996347054,1.651480422,44.92273348,1.457117155,2.737620404,3.700076193,4.63900975,5.631217965,6.853757508,8.54533538,11.05211269,15.74799057,39.63576238,0.500300763,0.444831737,0.4419598,3.162304175,13.2031509
Mexico,2005,national,income,6.567789067,6962198,0.623026883,4337636.521,32.79088859,2.153636436,11.50989565,7.280388679,1.583512491,45.5584633,1.375783533,2.66458768,3.659418371,4.619411953,5.727503096,7.010708614,8.636460121,11.11041038,15.61372118,39.58199507,0.501203587,0.451958849,0.435955556,3.213032513,13.66105076
Mexico,2006,national,income,4.1594896,4473953,0.562832256,2518085.062,29.62275033,1.232155092,12.12408536,7.749502278,1.97933181,47.18469963,1.632561757,2.83823139,3.769334773,4.742203283,5.776448811,7.055530787,8.629936304,10.97120929,15.66639167,38.91815194,0.489360528,0.418814566,0.424058607,2.997778391,12.20914093
Mexico,2008,national,income,5.406639651,5991382,0.606613123,3634450.948,31.92700649,1.726178067,12.31464536,7.779174822,1.752067495,48.16787882,1.422751077,2.665365248,3.634477317,4.628922958,5.690196008,7.028714122,8.695927535,11.2652713,15.85406996,39.11430447,0.498838477,0.445202993,0.444390718,3.166761276,13.44589294
Mexico,2010,national,income,4.522990168,5160413,0.658890311,3400146.125,34.6784374,1.56850219,11.47802119,7.559090091,1.875193169,42.57573791,1.633725133,3.021823408,4.008369078,4.954144353,5.982920545,7.240698406,8.926701122,11.35781051,15.78053394,37.0932735,0.472139094,0.392545266,0.41257221,2.723829101,11.35715952
Mexico,2012,national,income,3.839893383,4503203,0.587331914,2644874.836,30.91220599,1.186995869,12.41152452,7.859715829,2.034753026,48.23019337,1.639406201,2.880036429,3.801731857,4.79534811,5.792438839,7.021493265,8.58927544,11.03439453,15.58667371,38.85920162,0.48713466,0.414983458,0.425465416,2.962614621,12.04703318
Mexico,2014,national,income,3.721553291,4479081,0.56473263,2529483.195,29.72277002,1.106148834,11.82221711,7.452009215,2.055569556,46.75584947,1.738734398,3.005092783,3.938394902,4.80882294,5.754321576,6.917589641,8.446282273,10.71097004,15.13065357,39.54913788,0.48722439,0.411842063,0.405754986,2.931510332,11.52651422
Mexico,2016,national,income,3.23101414,3984919,0.545783343,2174902.412,28.72543908,0.928123018,12.65705922,8.194760818,2.175487159,47.81026931,1.718793537,2.985629693,3.947565634,4.900660356,5.923084192,7.129520183,8.765579122,11.18856759,15.66699962,37.77360007,0.476777128,0.395472351,0.413065084,2.787174629,11.35964965
Mexico,2018,national,income,2.653852804,3348918,0.535235686,1792460.424,28.17029927,0.747598365,12.93300395,8.559286312,2.325942252,47.92857957,1.79845476,3.10986274,4.101628463,5.03466549,6.055873511,7.263270592,8.840188642,11.19393135,15.54300057,37.05912388,0.467069553,0.379268191,0.395653891,2.638672063,10.71693599
Mexico,2020,national,income,3.111426905,4011648,0.586952197,2354645.607,30.89222089,0.961188785,12.31568791,8.418795932,2.214535569,43.66949699,1.798142,3.189612652,4.182515606,5.152487219,6.238513633,7.51205595,9.155175674,11.53730761,15.77575865,35.458431,0.453987296,0.359772136,0.394408221,2.475670698,10.27199476
Montenegro,2012,national,income,3.352001557,20803,0.712051872,14812.8151,37.47641433,1.256236853,13.48110328,10.60669402,2.097436726,38.66144542,1.555834625,2.942909294,4.243709595,5.618104739,7.072132861,8.867908452,10.98158137,13.37385958,16.66570918,28.6782503,0.412159263,0.334238369,0.404836928,1.997015004,10.07924885
Montenegro,2013,national,income,3.16490889,19661,0.619950972,12188.85606,32.62899853,1.032697217,13.37282258,10.85272489,2.298055481,36.39110164,1.718452083,3.463014303,4.60434144,5.792749707,7.29706546,8.956248045,10.91681297,13.27414173,16.7644438,27.21273046,0.390217286,0.282788534,0.376559694,1.746806815,8.487399318
Montenegro,2014,national,income,1.743137919,10839,0.455190128,4933.805802,23.95737518,0.417609864,13.85604532,11.37700443,2.489015344,37.32617099,1.796338917,3.25834523,4.617522869,5.962578797,7.467227331,9.007671017,10.89079021,13.237384,16.82359594,26.93854568,0.387721718,0.273927464,0.366211985,1.72298783,8.657740099
Montenegro,2015,national,income,1.421318299,8843,0.347889812,3076.389607,18.3099901,0.260247368,14.03684554,11.48995017,2.570471902,38.88531022,1.831231878,3.328413142,4.683392963,6.006950107,7.387589056,8.960056512,10.64367276,12.86682752,16.58955209,27.70231397,0.390050334,0.275091361,0.355098599,1.747781375,8.584285526
Montenegro,2016,national,income,2.504603721,15586,1.171685856,18261.89576,61.66767665,1.544508717,15.33458153,12.59181113,2.593598108,42.55153925,1.691339345,3.507706727,4.953139601,6.23057146,7.539036714,8.860794308,10.47702964,12.80990433,16.18173287,27.748745,0.384879461,0.279917196,0.334127298,1.693777474,8.449718902
Montenegro,2017,national,income,3.369708662,20972,0.998340054,20937.18762,52.54421339,1.770573664,15.1176267,12.86584009,2.32238869,39.36300853,1.536212487,3.608633272,5.174887853,6.546434876,7.830196435,9.26933114,10.8824549,12.89132134,16.22270488,26.03782281,0.369068238,0.263470736,0.32316712,1.543790033,8.214148621
Montenegro,2018,national,income,2.882811634,17938,0.707667253,12694.13518,37.24564489,1.073743791,14.70159127,12.66326755,2.583756383,38.15800596,1.757467158,3.537392755,5.046717286,6.490871401,7.881801258,9.260378462,10.79275294,12.97544129,16.30215989,25.95501756,0.368119267,0.263421204,0.319734827,1.541963275,7.980792342
Namibia,1993,national,income,51.55974771,801805,0.981499401,786971.1275,51.65786323,26.63467706,6.757391157,1.8,,,,,,,,,,,,,,,,,
Nepal,1984,national,income,78.22689987,12889828,0.758305422,9774426.465,39.9108117,31.22099061,1.532635763,1.274703464,0.619972534,3.829050284,4.045139417,5.065805073,5.993789683,6.894979427,7.82606952,8.854055247,10.08536649,11.74371854,14.50764363,24.98343297,0.300575408,0.147177406,0.247464467,1.135625373,4.334465723
Netherlands,1983,national,income,0.458280173,65841,1.738351398,114454.7944,91.49217882,0.419287756,31.47613472,26.93236578,9.947122045,71.16892221,3.160210786,5.677406949,6.596027712,7.288995758,8.094284621,9.161919224,10.37259081,12.19762863,14.84049658,22.61043894,0.283660518,0.158131882,0.234041278,0.995062094,4.237673165
Netherlands,1987,national,income,0.249448253,36582,1.899983309,69505.18942,99.99912153,0.249448253,34.23121419,29.7707372,13.86832414,75.28489782,4.051367872,5.662290027,6.562031114,7.294186488,8.187836502,9.175217469,10.32946975,12.09021381,14.65433192,21.99305505,0.26771622,0.122761394,0.223786349,0.933100179,3.772768956
Netherlands,1990,national,income,0.95273079,142448,1.255448208,178836.0863,66.07622147,0.629530101,42.06509427,34.90153845,13.36962849,102.9711803,3.178318918,5.142606737,6.083005408,6.913080559,7.796663894,8.835951336,10.22146633,12.17633622,15.17356203,24.47900857,0.31090073,0.182843227,0.257986549,1.148332093,4.765403784
Netherlands,1993,national,income,0.971405591,148531,1.441298582,214077.5197,75.85782012,0.736884677,38.79626289,33.26917109,10.41317327,88.47061402,2.684066066,5.185004026,6.171407475,7.102797883,8.086637584,9.100375363,10.50493785,12.55949474,15.80137796,22.80390105,0.304349816,0.189033591,0.259524217,1.078541549,4.905951855
Netherlands,1999,national,income,0.202898304,32082,1.631722329,52348.91577,85.8801226,0.174246823,45.70878352,39.20704456,16.85067534,99.67301281,3.686528944,5.372222286,6.283785865,7.18459555,8.057951217,9.181777928,10.5800056,12.53616286,15.31087359,21.80609615,0.280633961,0.139004048,0.251491543,0.967992531,4.09736053
